     Qty: Element
       5: Censure

       3: Censured

       1: Censures

       2: Censuring

       7: Centre

       3: Centuries

       8: Century

       1: Ceos

      20: Cephalus

       1: Cerberus

       1: Ceremonies

       1: Ceremony

      72: Certain

      65: Certainly

       7: Certainty

       1: Certifies

       4: Cessation

       1: Chafe

       1: Chafes

       3: Chain

       3: Chained

       6: Chains

       1: Chair

       1: Chairs

       3: Champion

      19: Chance

       2: Chanced

       1: Chances

      64: Change

       8: Changed

      23: Changes

       2: Changing

       1: Channel

       5: Chaos

       1: Chaotic

       2: Chaplets

       1: Chapter

      83: Character

      14: Characteristic

       3: Characteristically

       6: Characteristics

       1: Characterized

      15: Characters

      12: Charge

       3: Charged

       2: Charges

       2: Chariot

       1: Charitable

       8: Charm

       1: Charmantides

       1: Charmantides--these

       3: Charmed

       1: Charmer

       1: Charmides

      12: Charming

       1: Charmingly

       5: Charms

       2: Charondas

       1: Chase

       1: Chased

       4: Chasm

       2: Chasms

       1: Chasten

       1: Chastened

       1: Chastise

       1: Chastises

       1: Chastising

       1: Chastity

       3: Cheat

       2: Check

       1: Checks

       1: Cheek

       1: Cheered

       3: Cheese

       1: Cheiron

       1: Chemical

       1: Chemistry

       1: Cherish

       1: Cherished

       1: Cherisher

       1: Chestnuts

      15: Chief

       2: Chiefest

      11: Chiefly

       1: Chiefs

      29: Child

       1: Child)

      10: Childhood

       1: Childish

       1: Childish)

     114: Children

       1: Children--and

       1: Children--are

       1: Children--for

       1: Chimera

       1: China

       2: Chines

       1: Chirping

       1: Chisel

      17: Choice

       1: Choices

      27: Choose

       1: Chooser--God

       2: Chooses

       5: Choosing

       1: Chords

       3: Chorus

       2: Choruses

       8: Chose

      16: Chosen

      15: Christ

       1: Christendom

      22: Christian

       2: Christianity

       4: Christians

       2: Chronological

       1: Chronology

       3: Chryses

      15: Church

       2: Churches

       6: Cicero

       1: Cicero)

      12: Circle

       5: Circles

       1: Circuit

       2: Circuitous

       1: Circuits

       1: Circule

       1: Circumcision

       1: Circumference

       1: Circumferences

       8: Circumstance

       1: Circumstance)

       1: Circumstanced

      26: Circumstances

       1: Circumvent

       2: Citadel

      28: Cities

       1: Citing

      17: Citizen

     109: Citizens

       1: Citizens--how

       4: Citizenship

     138: City

       1: City--as

       1: City--to

       1: Civic

       6: Civil

       2: Civilisation

       1: Civilities

       1: Civility

       5: Civilization

       1: Civilize

      15: Civilized

       1: Civilizing

       1: Civitate

      11: Claim

       1: Claimed

       1: Claiming

       4: Claims

       1: Clapping

      94: Class

       1: Class--of

       1: Class--that

      41: Classes

       1: Classes--one

       1: Classes--rogues

       1: Classes--women

       2: Classical

       2: Classics

       1: Classification

       3: Clause

       5: Clean

      30: Clear

       3: Cleared

      12: Clearer

       1: Clearest

       2: Clearing

      37: Clearly

      14: Clearness

       1: Cleisthenes

       6: Cleitophon

       1: Clement

       1: Clergy

       7: Clever

       1: Cleverest

       1: Cleverly

       3: Cleverness

       2: Climate

       2: Clime

       2: Cling

       1: Clings

       1: Cloak

       6: Close

       1: Closed

       1: Closely

       1: Closing

       1: Clothe

       6: Clothed

       4: Clothes

       1: Clothing

       8: Clotho

       4: Clouds

       1: Clouds)

       1: Club

       1: Clubs

       1: Clue

       1: Clumsiness

       2: Clumsy

       1: Co-extensive

       1: Co-operate

       1: Co-operates

       2: Co-operation

       3: Coarse

       1: Coarseness

       1: Coarser

       6: Coat

       1: Coats

      13: Cobbler

       7: Cobblers

       4: Cobbling

       2: Cock

       1: Cocytus

       1: Coddling

       1: Codes

       1: Coerces

       1: Coextensive

       1: Cognate

       5: Coincide

       2: Coincidence

       1: Coincidences

       1: Coincides

       2: Coined

      12: Cold

       1: Coldly

       3: Coleridge

       5: Colleagues

       1: Collecting

       2: Collection

       2: Collective

       2: Collectively

       1: Colleges

       3: Collet

       1: Collocation

      14: Colour

       3: Coloured

      16: Colours

       7: Column

       1: Combating

       1: Combe

       7: Combination

       7: Combinations

       5: Combine

      10: Combined

       1: Combines

       2: Combining

     100: Come

       6: Comedy

       1: Comedy--did

       1: Comelier

       1: Comeliness

       1: Comer

       1: Comer--might

      58: Comes

       1: Comfort

       2: Comfortable

       1: Comforter

       2: Comforts

       3: Comic

      15: Coming

      20: Command

       2: Commanded

       1: Commanders

       6: Commands

       1: Commence

       3: Commencement

       1: Commencing

       1: Commend

       1: Commensurable

       1: Commensurate

       3: Commentators

       1: Commerce

       3: Commercial

       7: Commit

       8: Committed

       2: Committing

       1: Commodities

     111: Common

       1: Common-sense

       2: Commoner

      15: Commonly

       2: Commonplace

       3: Commonplaces

       9: Commonwealth

       3: Commonwealths

       1: Commotion

       1: Communicate

       3: Communicated

       1: Communicates

       2: Communication

       1: Communications

       3: Communion

       9: Communism

       1: Communistic

       1: Communists

       1: Communities

      37: Community

       3: Compact

       7: Companion

      13: Companions

       2: Companionship

      33: Company

       1: Comparable

       8: Comparative

       2: Comparatively

      11: Compare

      25: Compared

       7: Compares

       4: Comparing

      17: Comparison

       1: Compass

       8: Compel

      33: Compelled

       4: Compelling

       6: Compels

       1: Compensating

       6: Compete

       1: Competition

       1: Competitor

       1: Compilation

       2: Complain

       1: Complainers

       4: Complaints

      10: Complete

       8: Completed

       6: Completely

       1: Completion

      10: Complex

       1: Complexion

       3: Complexity

       5: Compliance

       1: Complicated

       1: Complicating

       1: Complications

       3: Compliment

       6: Comply

       3: Complying

       4: Compose

       8: Composed

       5: Composite

       5: Composition

       1: Compositions

       3: Compound

       2: Compounded

       3: Comprehend

      10: Comprehended

       3: Comprehending

       1: Comprehends

       1: Comprehension

       3: Comprehensive

       1: Comprehensiveness

       3: Compromise

       3: Compulsion

       1: Compulsory

       1: Compunction

       1: Computation

       1: Computer

       2: Computers

       1: Comrade

       2: Comrades

       1: Concave

       1: Conceal

       2: Concealed

       6: Concealment

       1: Conceals

       1: Concede

       2: Conceit

       2: Conceited

       1: Conceits

       5: Conceivable

      31: Conceive

      21: Conceived

       3: Conceives

       3: Conceiving

       1: Concentrated

       1: Concept

      47: Conception

      10: Conceptions

       3: Concern

      28: Concerned

      17: Concerning

       1: Concernment

       4: Concerns

       3: Conclude

       2: Concluded

       2: Concluding

      22: Conclusion

       8: Conclusions

       2: Concord

       2: Concrete

       6: Concupiscent

       3: Condemn

       2: Condemnation

       6: Condemned

       1: Condemning

       1: Condensed

       3: Condescend

       1: Condescends

       3: Condiments

      40: Condition

       1: Conditional

      18: Conditions

       2: Conduce

       1: Conduces

       3: Conducive

       7: Conduct

       2: Conducted

       2: Conducting

       1: Conductor

       1: Confectionary

       1: Confections

       3: Confer

       2: Conferring

       1: Confers

       2: Confess

       3: Confession

       4: Confidence

       4: Confident

       2: Confidently

       1: Confiding

       1: Confine

      13: Confined

       1: Confines

       2: Confirmation

       5: Confirmed

       1: Confirms

       1: Confiscate

       1: Confiscation

       4: Conflict

       1: Conflicting

       1: Conflicts

       8: Conform

       2: Conformed

       1: Conformity

       1: Confound

       2: Confounded

       1: Confounding

       1: Confronted

       5: Confuse

      11: Confused

      15: Confusion

       2: Congenial

       1: Congregate

       5: Conjecture

       1: Conjoined

       1: Conjugates

       1: Conjure

       1: Conjuring

       7: Connect

       9: Connected

       2: Connecting

       6: Connection

       2: Connections

       1: Connects

       8: Connexion

       1: Connexions

       1: Connoisseurs

       1: Connotation

       1: Conquer

       2: Conquered

       1: Conquering

       1: Conqueror

       2: Conquerors

       1: Conquest

       1: Conquests

       2: Conscience

       8: Conscious

       1: Consciously

       3: Consciousness

       1: Consecrate

       1: Consecrated

       3: Consent

       1: Consented

      14: Consequence

       8: Consequences

       2: Consequently

      65: Consider

       9: Considerable

       1: Considerable)

       1: Considerably

       1: Considerate

       6: Consideration

       3: Considerations

      23: Considered

       4: Considering

       5: Considers

       4: Consist

       1: Consisted

       4: Consistency

